bugid,title,sen,tid,sid,ann,mylabel,rulelabel
19,"""(69350) Eclipse - Accessibility : Group title is not taken into account by Window-Eyes 4.5""", I am using JAWS 5.1.383.,7,2,0,5,INFORMATION GIVING
19,"""(69350) Eclipse - Accessibility : Group title is not taken into account by Window-Eyes 4.5"""," I am also using JAWS 5.10.383, and I still don't hear \""Foreground\"" or \""Background\"". ",8,1,2,0,INFORMATION GIVING
19,"""(69350) Eclipse - Accessibility : Group title is not taken into account by Window-Eyes 4.5""", we must have different settings somehow.,8,2,3,5,NO
19,"""(69350) Eclipse - Accessibility : Group title is not taken into account by Window-Eyes 4.5"""," I will attach my default.jcf (I believe that it is \""straight from the factory\"". ",8,3,1,5,NO
19,"""(69350) Eclipse - Accessibility : Group title is not taken into account by Window-Eyes 4.5""", I do not have a javaw.jcf. ,8,4,0,2,NO
19,"""(69350) Eclipse - Accessibility : Group title is not taken into account by Window-Eyes 4.5""", Maybe we can figure out what setting you have set that I don't have set.,8,5,0,0,NO
19,"""(69350) Eclipse - Accessibility : Group title is not taken into account by Window-Eyes 4.5""", Created an attachment (id=15052) [details],9,1,0,4,NO
19,"""(69350) Eclipse - Accessibility : Group title is not taken into account by Window-Eyes 4.5""", C:\\JAWS510\\SETTINGS\\enu\\Default.JCF,9,2,0,4,NO
19,"""(69350) Eclipse - Accessibility : Group title is not taken into account by Window-Eyes 4.5"""," After further investigation, we determined that the problem only happens on Windows XP with the javaw.exe.manifest installed in jre/bin (this tells WinXP to use the WinXP common controls - version 6.0 - instead of the Win2K common ",10,1,3,1,PROBLEM DISCOVERY
19,"""(69350) Eclipse - Accessibility : Group title is not taken into account by Window-Eyes 4.5""", controls - version 5.x).,10,2,3,4,NO
19,"""(69350) Eclipse - Accessibility : Group title is not taken into account by Window-Eyes 4.5""", This problem is solved in JAWS.  ,11,1,2,1,NO
19,"""(69350) Eclipse - Accessibility : Group title is not taken into account by Window-Eyes 4.5""", The window class for this object has been reassigned internally in JAWS.  ,11,2,2,1,NO
19,"""(69350) Eclipse - Accessibility : Group title is not taken into account by Window-Eyes 4.5""", This fix will be reflected in JAWS version 6.0 which is due out shortly.,11,3,2,1,NO
19,"""(69350) Eclipse - Accessibility : Group title is not taken into account by Window-Eyes 4.5""", Verified that this now works in JAWS 6.0.,12,1,2,1,INFORMATION GIVING
19,"""(69350) Eclipse - Accessibility : Group title is not taken into account by Window-Eyes 4.5"""," Thank-you, Frank!",12,2,0,6,NO
19,"""(69350) Eclipse - Accessibility : Group title is not taken into account by Window-Eyes 4.5""", *** Bug 51963 has been marked as a duplicate of this bug. ***,13,1,0,4,NO
19,"""(69350) Eclipse - Accessibility : Group title is not taken into account by Window-Eyes 4.5""", close,14,1,0,6,NO
20,"""(226688) Eclipse - Teneo installation corrupts Ant installation"""," Hi Martin,",1,1,0,6,NO
20,"""(226688) Eclipse - Teneo installation corrupts Ant installation"""," after installation of Teneo the entry \""Ant Home Entries (Default)\"" on the classpath page of Preferences-&gt;Ant-&gt;Runtime is empty (though the child entries of this tree node are visible).",1,2,3,0,NO
20,"""(226688) Eclipse - Teneo installation corrupts Ant installation"""," In addition to this I get a lot of NullPointerExceptions in the .log with \""Malformed URL\"" as Message when I open that preference page. ",1,3,3,0,NO
20,"""(226688) Eclipse - Teneo installation corrupts Ant installation""", The stack does not show any participation of teneo.,1,4,1,0,NO
20,"""(226688) Eclipse - Teneo installation corrupts Ant installation"""," I tested it on a complete new eclipse (RCP version) installation (M20080221-1800 ) with the EMF, GEF and GMF features installed in an empty workspace. ",1,5,2,0,NO
20,"""(226688) Eclipse - Teneo installation corrupts Ant installation"""," After each installation I looked at the that \""Ant Home Entries\"" entry and all was fine. ",1,6,2,0,NO
20,"""(226688) Eclipse - Teneo installation corrupts Ant installation""", But after installation of teneo it vanished. ,1,7,3,0,NO
20,"""(226688) Eclipse - Teneo installation corrupts Ant installation""", After disabling of the teneo plugin the entry is visible again.,1,8,3,0,NO
20,"""(226688) Eclipse - Teneo installation corrupts Ant installation""", gr. Manfred,1,9,0,6,NO
20,"""(226688) Eclipse - Teneo installation corrupts Ant installation"""," Hi Manfred,",2,1,0,6,NO
20,"""(226688) Eclipse - Teneo installation corrupts Ant installation""", This seems strange behavior as installing teneo should not interfere with the rest of the eclipse installation. ,2,2,2,5,NO
20,"""(226688) Eclipse - Teneo installation corrupts Ant installation""", Teneo is really just a set of plugins which do not change other plugins.,2,3,3,5,NO
20,"""(226688) Eclipse - Teneo installation corrupts Ant installation""", Can you remove .log file and then restart eclipse with the -clean option and then attach the resulting .log file to this bugzilla?,2,4,2,5,NO
20,"""(226688) Eclipse - Teneo installation corrupts Ant installation"""," In addition which versions of eclipse, emf, etc. are you using?",2,5,0,3,NO
20,"""(226688) Eclipse - Teneo installation corrupts Ant installation""", Can you also attach a screendump of the strange thing you see in preferences/ant?,2,6,2,5,NO
20,"""(226688) Eclipse - Teneo installation corrupts Ant installation""", Does the plugin/feature information say something special? You can find it here:,2,7,0,5,NO
20,"""(226688) Eclipse - Teneo installation corrupts Ant installation""", Help/Software Updates/Manage Configuration,2,8,0,5,NO
20,"""(226688) Eclipse - Teneo installation corrupts Ant installation""", note that this view has a button to hide non-loaded features/plugins. ,2,9,0,5,NO
20,"""(226688) Eclipse - Teneo installation corrupts Ant installation""", Can you see which plugins fail to load? ,2,10,1,3,PROBLEM DISCOVERY
20,"""(226688) Eclipse - Teneo installation corrupts Ant installation""", Depending on the version of eclipse you can see some more details of why the plugin failed to load.,2,11,0,5,PROBLEM DISCOVERY
20,"""(226688) Eclipse - Teneo installation corrupts Ant installation""", gr. Martin,2,12,0,6,NO
20,"""(226688) Eclipse - Teneo installation corrupts Ant installation""", Created an attachment (id=95747) [details],3,1,0,4,NO
20,"""(226688) Eclipse - Teneo installation corrupts Ant installation""", log-file with errors after opening Ant Runtime Preferences,3,2,2,0,NO
20,"""(226688) Eclipse - Teneo installation corrupts Ant installation""", Created an attachment (id=95748) [details],4,1,0,4,NO
20,"""(226688) Eclipse - Teneo installation corrupts Ant installation""", Ant Runtime Preferences screenshot,4,2,2,4,NO
20,"""(226688) Eclipse - Teneo installation corrupts Ant installation""", Created an attachment (id=95749) [details],5,1,0,4,NO
20,"""(226688) Eclipse - Teneo installation corrupts Ant installation""", Configuration from Software Updates/Mangage Configuration,5,2,2,1,NO
20,"""(226688) Eclipse - Teneo installation corrupts Ant installation"""," Hi Martin,",6,1,0,6,NO
20,"""(226688) Eclipse - Teneo installation corrupts Ant installation""", I have made the complete new configuration today and have added each new feature with the update manager.,6,2,0,2,INFORMATION GIVING
20,"""(226688) Eclipse - Teneo installation corrupts Ant installation""", Perhaps this is a case that belongs to the core team of eclipse? ,6,3,0,5,NO
20,"""(226688) Eclipse - Teneo installation corrupts Ant installation""", gr.,6,4,0,6,NO
20,"""(226688) Eclipse - Teneo installation corrupts Ant installation""", Manfred,6,5,0,6,NO
20,"""(226688) Eclipse - Teneo installation corrupts Ant installation"""," Hi Martin,",7,1,0,6,NO
20,"""(226688) Eclipse - Teneo installation corrupts Ant installation""", as you see from the .log-file I forgot the -clean flag. ,7,2,1,0,PROBLEM DISCOVERY
20,"""(226688) Eclipse - Teneo installation corrupts Ant installation"""," Now I did it, but the .log-file only differs in that this setting is now shown. ",7,3,1,0,NO
20,"""(226688) Eclipse - Teneo installation corrupts Ant installation"""," All other messages including that curious \""Invalid perference page: Cache\"" are the same.",7,4,1,0,NO
20,"""(226688) Eclipse - Teneo installation corrupts Ant installation""", gr. Manfred,7,5,0,6,NO
20,"""(226688) Eclipse - Teneo installation corrupts Ant installation"""," Hi Manfred,",8,1,0,6,NO
20,"""(226688) Eclipse - Teneo installation corrupts Ant installation""", Yes I can really not think on how this can be caused by Teneo. ,8,2,3,2,PROBLEM DISCOVERY
20,"""(226688) Eclipse - Teneo installation corrupts Ant installation""", I have moved the issue to the platform project. ,8,3,2,5,NO
20,"""(226688) Eclipse - Teneo installation corrupts Ant installation""", Can you post a topic on the platform newsgroup (with a link to this bugzilla)?,8,4,1,3,NO
20,"""(226688) Eclipse - Teneo installation corrupts Ant installation""", Maybe they know right away what's wrong.,8,5,1,2,NO
20,"""(226688) Eclipse - Teneo installation corrupts Ant installation""", gr. Martin,8,6,0,6,NO
20,"""(226688) Eclipse - Teneo installation corrupts Ant installation""", This behaviour did vanish with the teneo version I200805200858. ,9,1,3,1,NO
20,"""(226688) Eclipse - Teneo installation corrupts Ant installation""", I believe there had been a consolidation of used libraries.,9,2,1,2,NO
20,"""(226688) Eclipse - Teneo installation corrupts Ant installation""", Because of this I set set the resolution to fixed.,9,3,2,1,NO
21,"""(276131) Eclipse - Browser Test crashing""", The releng test have been DNF for the last couple builds. Running locally we occasionally see crashes in the BrowserTests so we suspect these crashes to be the cause of the DNF.,1,1,3,0,NO
21,"""(276131) Eclipse - Browser Test crashing""", Created an attachment (id=135853) [details],2,1,1,4,NO
21,"""(276131) Eclipse - Browser Test crashing"""," Pushing this fix for RC2, as it's too risky to make this change for RC1 now.",3,1,1,5,NO
21,"""(276131) Eclipse - Browser Test crashing""", For RC1 we'll comment out the crashing tests so that the other tests can run properly. ,3,2,1,5,NO
21,"""(276131) Eclipse - Browser Test crashing"""," We have NOT seen this bug affect the usability of Eclipse, only the running of the SWT test suite.",3,3,2,5,NO
21,"""(276131) Eclipse - Browser Test crashing"""," The problem is that the strategy we use to release pools periodically (in readAndDispatch, createWidget, etc) to be able to run the test suites, releases the main thread pool created be Device and stored in a thread local dictionary.",4,1,3,0,PROBLEM DISCOVERY
21,"""(276131) Eclipse - Browser Test crashing""", The pool was not removed from the thread local dictionary and got reused the next time a display was created.,4,2,2,0,INFORMATION GIVING
21,"""(276131) Eclipse - Browser Test crashing""", The new strategy is to only release the main thread pool when the device count goes to zero.,4,3,3,1,NO
21,"""(276131) Eclipse - Browser Test crashing"""," Obviously, something this low level needs as much testing as it can get. ",5,1,2,2,NO
21,"""(276131) Eclipse - Browser Test crashing""", Can we get a test build run to verify all tests pass/no crashes/no OOM/etc? ,5,2,1,5,NO
21,"""(276131) Eclipse - Browser Test crashing"""," Also, you should be doing the two day test pass on a version of SWT that includes the change.",5,3,1,5,NO
21,"""(276131) Eclipse - Browser Test crashing""", Created an attachment (id=136083) [details],6,1,0,4,NO
21,"""(276131) Eclipse - Browser Test crashing""", new fix,6,2,1,6,NO
21,"""(276131) Eclipse - Browser Test crashing"""," The new fix is simpler, we just make sure the the pool in the thread dictionary is always valid, that way when another display is created it will not use a released pool.",7,1,3,1,INFORMATION GIVING
21,"""(276131) Eclipse - Browser Test crashing""", There was a further problem where the pool was released too early. ,7,2,2,0,PROBLEM DISCOVERY
21,"""(276131) Eclipse - Browser Test crashing"""," If we are in call in, we cannot released the top of the stack pool.",7,3,2,0,PROBLEM DISCOVERY
21,"""(276131) Eclipse - Browser Test crashing""", The tests that where showing this problem have been put back (just in HEAD).,8,1,1,0,NO
21,"""(276131) Eclipse - Browser Test crashing""", Fixed &gt; 20090515,8,2,1,4,NO
22,"""(429126) Bugzilla Calendar - infinite loop at refresh when a calendar is deleted from the server outside of Lightning""", User-Agent:       Mozilla/5.0 (X11; U; Linux x86_64; fr-FR; rv:1.8.1.13) Gecko/20080311 Iceweasel/2.0.0.13 (Debian-2.0.0.13-1),1,1,1,4,NO
22,"""(429126) Bugzilla Calendar - infinite loop at refresh when a calendar is deleted from the server outside of Lightning""", Build Identifier: 0.8 (2008033118),1,2,1,4,NO
22,"""(429126) Bugzilla Calendar - infinite loop at refresh when a calendar is deleted from the server outside of Lightning"""," When a calendar to which I am subscribed no longer exists, Lightning will try indefinitely to reach it and use 100% of my CPU. This, despite the 404 results it receives.",1,3,3,0,INFORMATION GIVING
22,"""(429126) Bugzilla Calendar - infinite loop at refresh when a calendar is deleted from the server outside of Lightning""", Reproducible: Always,1,4,1,7,NO
22,"""(429126) Bugzilla Calendar - infinite loop at refresh when a calendar is deleted from the server outside of Lightning""", Steps to Reproduce:,1,5,3,7,NO
22,"""(429126) Bugzilla Calendar - infinite loop at refresh when a calendar is deleted from the server outside of Lightning""", 1. create a calendar on your server,1,6,3,7,NO
22,"""(429126) Bugzilla Calendar - infinite loop at refresh when a calendar is deleted from the server outside of Lightning""", 2. subscribe to it via Lightning,1,7,3,7,NO
22,"""(429126) Bugzilla Calendar - infinite loop at refresh when a calendar is deleted from the server outside of Lightning""", 3. quit Thunderbird,1,8,3,7,NO
22,"""(429126) Bugzilla Calendar - infinite loop at refresh when a calendar is deleted from the server outside of Lightning""", 4. erase the calendar from your server,1,9,3,7,NO
22,"""(429126) Bugzilla Calendar - infinite loop at refresh when a calendar is deleted from the server outside of Lightning""", 5. relaunch Thunderbird,1,10,3,7,NO
22,"""(429126) Bugzilla Calendar - infinite loop at refresh when a calendar is deleted from the server outside of Lightning""", Actual Results:  ,1,11,2,7,NO
22,"""(429126) Bugzilla Calendar - infinite loop at refresh when a calendar is deleted from the server outside of Lightning"""," A propfind is executed on the resource, resulting in a 404 error code. ",1,12,2,7,NO
22,"""(429126) Bugzilla Calendar - infinite loop at refresh when a calendar is deleted from the server outside of Lightning"""," An OPTION on the parent directory occurs, with a 200 result. ",1,13,1,7,NO
22,"""(429126) Bugzilla Calendar - infinite loop at refresh when a calendar is deleted from the server outside of Lightning""", Then the loop continues with a new propfind...,1,14,2,7,NO
22,"""(429126) Bugzilla Calendar - infinite loop at refresh when a calendar is deleted from the server outside of Lightning""", Expected Results:  ,1,15,2,0,NO
22,"""(429126) Bugzilla Calendar - infinite loop at refresh when a calendar is deleted from the server outside of Lightning""", I would expect Lightning to stop trying to reach the calendar collection as,1,16,2,0,INFORMATION GIVING
22,"""(429126) Bugzilla Calendar - infinite loop at refresh when a calendar is deleted from the server outside of Lightning""", soon as it receives the 404 result.,1,17,2,0,NO
22,"""(429126) Bugzilla Calendar - infinite loop at refresh when a calendar is deleted from the server outside of Lightning""", Here is a trace of what happens (obtained with tcpflow):,1,18,0,0,INFORMATION GIVING
22,"""(429126) Bugzilla Calendar - infinite loop at refresh when a calendar is deleted from the server outside of Lightning""", PROPFIND /SOGo/dav/wsourdeau/Calendar/1D52AE6B-8564-0001-6A40-17B089902560/,1,19,0,0,NO
22,"""(429126) Bugzilla Calendar - infinite loop at refresh when a calendar is deleted from the server outside of Lightning""", HTTP/1.1,1,20,0,4,NO
22,"""(429126) Bugzilla Calendar - infinite loop at refresh when a calendar is deleted from the server outside of Lightning""", x-webobjects-server-protocol: HTTP/1.1,1,21,0,4,NO
22,"""(429126) Bugzilla Calendar - infinite loop at refresh when a calendar is deleted from the server outside of Lightning""", x-webobjects-remote-addr: 127.0.0.1,1,22,0,4,NO
22,"""(429126) Bugzilla Calendar - infinite loop at refresh when a calendar is deleted from the server outside of Lightning""", x-webobjects-remote-host: 127.0.0.1,1,23,0,4,NO
22,"""(429126) Bugzilla Calendar - infinite loop at refresh when a calendar is deleted from the server outside of Lightning""", x-webobjects-server-name: localhost,1,24,0,4,NO
22,"""(429126) Bugzilla Calendar - infinite loop at refresh when a calendar is deleted from the server outside of Lightning""", x-webobjects-server-url: http://localhost,1,25,0,4,NO
22,"""(429126) Bugzilla Calendar - infinite loop at refresh when a calendar is deleted from the server outside of Lightning""", Host: localhost,1,26,0,4,NO
22,"""(429126) Bugzilla Calendar - infinite loop at refresh when a calendar is deleted from the server outside of Lightning""", User-Agent: Mozilla/5.0 (X11; U; Linux i686 (x86_64); fr; rv:1.8.1.12),1,27,0,4,NO
22,"""(429126) Bugzilla Calendar - infinite loop at refresh when a calendar is deleted from the server outside of Lightning""", Gecko/20080213 Lightning/0.8 Thunderbird/2.0.0.12,1,28,0,4,NO
22,"""(429126) Bugzilla Calendar - infinite loop at refresh when a calendar is deleted from the server outside of Lightning""", Accept: text/xml,1,29,0,4,NO
22,"""(429126) Bugzilla Calendar - infinite loop at refresh when a calendar is deleted from the server outside of Lightning"""," Accept-Language: fr,fr-fr;q=0.8,en-us;q=0.5,en;q=0.3",1,30,0,4,NO
22,"""(429126) Bugzilla Calendar - infinite loop at refresh when a calendar is deleted from the server outside of Lightning""", Accept-Encoding: gzip,1,31,0,4,NO
22,"""(429126) Bugzilla Calendar - infinite loop at refresh when a calendar is deleted from the server outside of Lightning"""," ,deflate",1,32,0,4,NO
22,"""(429126) Bugzilla Calendar - infinite loop at refresh when a calendar is deleted from the server outside of Lightning"""," Accept-Charset: utf-8,*;q=0.1",1,33,0,4,NO
22,"""(429126) Bugzilla Calendar - infinite loop at refresh when a calendar is deleted from the server outside of Lightning""", Keep-Alive: 300,1,34,0,4,NO
22,"""(429126) Bugzilla Calendar - infinite loop at refresh when a calendar is deleted from the server outside of Lightning""", Connection: keep-alive,1,35,0,4,NO
22,"""(429126) Bugzilla Calendar - infinite loop at refresh when a calendar is deleted from the server outside of Lightning""", Content-Length: 86,1,36,0,4,NO
22,"""(429126) Bugzilla Calendar - infinite loop at refresh when a calendar is deleted from the server outside of Lightning""", Content-Type: text/xml; charset=utf-8,1,37,0,4,NO
22,"""(429126) Bugzilla Calendar - infinite loop at refresh when a calendar is deleted from the server outside of Lightning""", Depth: 0,1,38,0,4,NO
22,"""(429126) Bugzilla Calendar - infinite loop at refresh when a calendar is deleted from the server outside of Lightning"""," &lt;D:propfind xmlns:D=\""DAV:\""&gt;",1,39,0,4,NO
22,"""(429126) Bugzilla Calendar - infinite loop at refresh when a calendar is deleted from the server outside of Lightning""",   &lt;D:prop&gt;,1,40,0,4,NO
22,"""(429126) Bugzilla Calendar - infinite loop at refresh when a calendar is deleted from the server outside of Lightning""",     &lt;D:resourcetype/&gt;,1,41,0,4,NO
22,"""(429126) Bugzilla Calendar - infinite loop at refresh when a calendar is deleted from the server outside of Lightning""",   &lt;/D:prop&gt;,1,42,0,4,NO
22,"""(429126) Bugzilla Calendar - infinite loop at refresh when a calendar is deleted from the server outside of Lightning""", &lt;/D:propfind&gt;,1,43,0,4,NO
22,"""(429126) Bugzilla Calendar - infinite loop at refresh when a calendar is deleted from the server outside of Lightning""", HTTP/1.0 401 Authorization Required,1,44,0,4,NO
22,"""(429126) Bugzilla Calendar - infinite loop at refresh when a calendar is deleted from the server outside of Lightning""", content-length: 0,1,45,0,4,NO
22,"""(429126) Bugzilla Calendar - infinite loop at refresh when a calendar is deleted from the server outside of Lightning"""," www-authenticate: basic realm=\""SOGo-0.9\""",1,46,0,4,NO
22,"""(429126) Bugzilla Calendar - infinite loop at refresh when a calendar is deleted from the server outside of Lightning""", PROPFIND /SOGo/dav/wsourdeau/Calendar/1D52AE6B-8564-0001-6A40-17B089902560/,1,47,0,4,NO
22,"""(429126) Bugzilla Calendar - infinite loop at refresh when a calendar is deleted from the server outside of Lightning""", HTTP/1.1,1,48,0,4,NO
22,"""(429126) Bugzilla Calendar - infinite loop at refresh when a calendar is deleted from the server outside of Lightning""", x-webobjects-server-protocol: HTTP/1.1,1,49,0,4,NO
22,"""(429126) Bugzilla Calendar - infinite loop at refresh when a calendar is deleted from the server outside of Lightning""", x-webobjects-remote-addr: 127.0.0.1,1,50,0,4,NO
22,"""(429126) Bugzilla Calendar - infinite loop at refresh when a calendar is deleted from the server outside of Lightning""", x-webobjects-remote-host: 127.0.0.1,1,51,0,4,NO
22,"""(429126) Bugzilla Calendar - infinite loop at refresh when a calendar is deleted from the server outside of Lightning""", x-webobjects-server-name: localhost,1,52,0,4,NO
22,"""(429126) Bugzilla Calendar - infinite loop at refresh when a calendar is deleted from the server outside of Lightning""", x-webobjects-server-url: http://localhost,1,53,0,4,NO
22,"""(429126) Bugzilla Calendar - infinite loop at refresh when a calendar is deleted from the server outside of Lightning""", Host: localhost,1,54,0,4,NO
22,"""(429126) Bugzilla Calendar - infinite loop at refresh when a calendar is deleted from the server outside of Lightning""", User-Agent: Mozilla/5.0 (X11; U; Linux i686 (x86_64); fr; rv:1.8.1.12),1,55,0,4,NO
22,"""(429126) Bugzilla Calendar - infinite loop at refresh when a calendar is deleted from the server outside of Lightning""", Gecko/20080213 Lightning/0.8 Thunderbird/2.0.0.12,1,56,0,4,NO
22,"""(429126) Bugzilla Calendar - infinite loop at refresh when a calendar is deleted from the server outside of Lightning""", Accept: text/xml,1,57,0,4,NO
22,"""(429126) Bugzilla Calendar - infinite loop at refresh when a calendar is deleted from the server outside of Lightning"""," Accept-Language: fr,fr-fr;q=0.8,en-us;q=0.5,en;q=0.3",1,58,0,4,NO
22,"""(429126) Bugzilla Calendar - infinite loop at refresh when a calendar is deleted from the server outside of Lightning""", Accept-Encoding: gzip,1,59,0,4,NO
22,"""(429126) Bugzilla Calendar - infinite loop at refresh when a calendar is deleted from the server outside of Lightning"""," ,deflate",1,60,0,4,NO
22,"""(429126) Bugzilla Calendar - infinite loop at refresh when a calendar is deleted from the server outside of Lightning"""," Accept-Charset: utf-8,*;q=0.1",1,61,0,4,NO
22,"""(429126) Bugzilla Calendar - infinite loop at refresh when a calendar is deleted from the server outside of Lightning""", Keep-Alive: 300,1,62,0,4,NO
22,"""(429126) Bugzilla Calendar - infinite loop at refresh when a calendar is deleted from the server outside of Lightning""", Connection: keep-alive,1,63,0,4,NO
22,"""(429126) Bugzilla Calendar - infinite loop at refresh when a calendar is deleted from the server outside of Lightning""", Content-Length: 86,1,64,0,4,NO
22,"""(429126) Bugzilla Calendar - infinite loop at refresh when a calendar is deleted from the server outside of Lightning""", Content-Type: text/xml; charset=utf-8,1,65,0,4,NO
22,"""(429126) Bugzilla Calendar - infinite loop at refresh when a calendar is deleted from the server outside of Lightning""", Depth: 0,1,66,0,4,NO
22,"""(429126) Bugzilla Calendar - infinite loop at refresh when a calendar is deleted from the server outside of Lightning""", Authorization: Basic hidden,1,67,0,4,NO
22,"""(429126) Bugzilla Calendar - infinite loop at refresh when a calendar is deleted from the server outside of Lightning"""," &lt;D:propfind xmlns:D=\""DAV:\""&gt;",1,68,0,4,NO
22,"""(429126) Bugzilla Calendar - infinite loop at refresh when a calendar is deleted from the server outside of Lightning""",   &lt;D:prop&gt;,1,69,0,4,NO
22,"""(429126) Bugzilla Calendar - infinite loop at refresh when a calendar is deleted from the server outside of Lightning""",     &lt;D:resourcetype/&gt;,1,70,0,4,NO
22,"""(429126) Bugzilla Calendar - infinite loop at refresh when a calendar is deleted from the server outside of Lightning""",   &lt;/D:prop&gt;,1,71,0,4,NO
22,"""(429126) Bugzilla Calendar - infinite loop at refresh when a calendar is deleted from the server outside of Lightning""", &lt;/D:propfind&gt;,1,72,0,4,NO
22,"""(429126) Bugzilla Calendar - infinite loop at refresh when a calendar is deleted from the server outside of Lightning""", HTTP/1.0 404 Not found,1,73,0,4,NO
22,"""(429126) Bugzilla Calendar - infinite loop at refresh when a calendar is deleted from the server outside of Lightning""", content-length: 85,1,74,0,4,NO
22,"""(429126) Bugzilla Calendar - infinite loop at refresh when a calendar is deleted from the server outside of Lightning""", content-type: text/html,1,75,0,4,NO
22,"""(429126) Bugzilla Calendar - infinite loop at refresh when a calendar is deleted from the server outside of Lightning""", object not found: wsourdeau =&gt; Calendar =&gt;,1,76,0,4,NO
22,"""(429126) Bugzilla Calendar - infinite loop at refresh when a calendar is deleted from the server outside of Lightning""", 1D52AE6B-8564-0001-6A40-17B089902560,1,77,0,4,NO
22,"""(429126) Bugzilla Calendar - infinite loop at refresh when a calendar is deleted from the server outside of Lightning""", PROPFIND /SOGo/dav/wsourdeau/Calendar/1D52AE6B-8564-0001-6A40-17B089902560/,1,78,0,4,NO
22,"""(429126) Bugzilla Calendar - infinite loop at refresh when a calendar is deleted from the server outside of Lightning""", HTTP/1.1,1,79,0,4,NO
22,"""(429126) Bugzilla Calendar - infinite loop at refresh when a calendar is deleted from the server outside of Lightning""", x-webobjects-server-protocol: HTTP/1.1,1,80,0,4,NO
22,"""(429126) Bugzilla Calendar - infinite loop at refresh when a calendar is deleted from the server outside of Lightning""", x-webobjects-remote-addr: 127.0.0.1,1,81,0,4,NO
22,"""(429126) Bugzilla Calendar - infinite loop at refresh when a calendar is deleted from the server outside of Lightning""", x-webobjects-remote-host: 127.0.0.1,1,82,0,4,NO
22,"""(429126) Bugzilla Calendar - infinite loop at refresh when a calendar is deleted from the server outside of Lightning""", x-webobjects-server-name: localhost,1,83,0,4,NO
22,"""(429126) Bugzilla Calendar - infinite loop at refresh when a calendar is deleted from the server outside of Lightning""", x-webobjects-server-url: http://localhost,1,84,0,4,NO
22,"""(429126) Bugzilla Calendar - infinite loop at refresh when a calendar is deleted from the server outside of Lightning""", Host: localhost,1,85,0,4,NO
22,"""(429126) Bugzilla Calendar - infinite loop at refresh when a calendar is deleted from the server outside of Lightning""", User-Agent: Mozilla/5.0 (X11; U; Linux i686 (x86_64); fr; rv:1.8.1.12),1,86,0,4,NO
22,"""(429126) Bugzilla Calendar - infinite loop at refresh when a calendar is deleted from the server outside of Lightning""", Gecko/20080213 Lightning/0.8 Thunderbird/2.0.0.12,1,87,0,4,NO
22,"""(429126) Bugzilla Calendar - infinite loop at refresh when a calendar is deleted from the server outside of Lightning""", Accept: text/xml,1,88,0,4,NO
22,"""(429126) Bugzilla Calendar - infinite loop at refresh when a calendar is deleted from the server outside of Lightning"""," Accept-Language: fr,fr-fr;q=0.8,en-us;q=0.5,en;q=0.3",1,89,0,4,NO
22,"""(429126) Bugzilla Calendar - infinite loop at refresh when a calendar is deleted from the server outside of Lightning""", Accept-Encoding: gzip,1,90,0,4,NO
22,"""(429126) Bugzilla Calendar - infinite loop at refresh when a calendar is deleted from the server outside of Lightning"""," ,deflate",1,91,0,4,NO
22,"""(429126) Bugzilla Calendar - infinite loop at refresh when a calendar is deleted from the server outside of Lightning"""," Accept-Charset: utf-8,*;q=0.1",1,92,0,4,NO
22,"""(429126) Bugzilla Calendar - infinite loop at refresh when a calendar is deleted from the server outside of Lightning""", Keep-Alive: 300,1,93,0,4,NO
22,"""(429126) Bugzilla Calendar - infinite loop at refresh when a calendar is deleted from the server outside of Lightning""", Connection: keep-alive,1,94,0,4,NO
22,"""(429126) Bugzilla Calendar - infinite loop at refresh when a calendar is deleted from the server outside of Lightning""", Content-Length: 86,1,95,0,4,NO
22,"""(429126) Bugzilla Calendar - infinite loop at refresh when a calendar is deleted from the server outside of Lightning""", Content-Type: text/xml; charset=utf-8,1,96,0,4,NO
22,"""(429126) Bugzilla Calendar - infinite loop at refresh when a calendar is deleted from the server outside of Lightning""", Depth: 0,1,97,0,4,NO
22,"""(429126) Bugzilla Calendar - infinite loop at refresh when a calendar is deleted from the server outside of Lightning""", Authorization: Basic hidden,1,98,0,4,NO
22,"""(429126) Bugzilla Calendar - infinite loop at refresh when a calendar is deleted from the server outside of Lightning"""," &lt;D:propfind xmlns:D=\""DAV:\""&gt;",1,99,0,4,NO
22,"""(429126) Bugzilla Calendar - infinite loop at refresh when a calendar is deleted from the server outside of Lightning""",   &lt;D:prop&gt;,1,100,0,4,NO
22,"""(429126) Bugzilla Calendar - infinite loop at refresh when a calendar is deleted from the server outside of Lightning""",     &lt;D:resourcetype/&gt;,1,101,0,4,NO
22,"""(429126) Bugzilla Calendar - infinite loop at refresh when a calendar is deleted from the server outside of Lightning""",   &lt;/D:prop&gt;,1,102,0,4,NO
22,"""(429126) Bugzilla Calendar - infinite loop at refresh when a calendar is deleted from the server outside of Lightning""", &lt;/D:propfind&gt;,1,103,0,4,NO
22,"""(429126) Bugzilla Calendar - infinite loop at refresh when a calendar is deleted from the server outside of Lightning""", OPTIONS /SOGo/dav/wsourdeau/Calendar/ HTTP/1.1,1,104,0,4,NO
22,"""(429126) Bugzilla Calendar - infinite loop at refresh when a calendar is deleted from the server outside of Lightning""", x-webobjects-server-protocol: HTTP/1.1,1,105,0,4,NO
